Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2021 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 1.33% of 0.75 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     97.3    0.00    0.73                 main [1]
                0.22    0.45       1/1           image_analizer::cook() [2]
                0.00    0.06       2/2           data_file_parser::fill_raw() [5]
                0.00    0.00       1/1           accelerometer_analizer::cook() [17]
                0.00    0.00     456/606         data::GetCookedData() [41]
                0.00    0.00     300/300         std::vector<data::analized, std::allocator<data::analized> >::operator[](unsigned long) [64]
                0.00    0.00     300/300         TVectorT<double>::operator[](int) [62]
                0.00    0.00     156/216         std::vector<data::analized, std::allocator<data::analized> >::size() const [89]
                0.00    0.00       2/2           data::data(data::data_type_t) [173]
                0.00    0.00       2/2           data_file_parser::data_file_parser(data&) [172]
                0.00    0.00       1/1           accelerometer_analizer::accelerometer_analizer(data&) [189]
                0.00    0.00       1/1           image_analizer::image_analizer(data&) [188]
-----------------------------------------------
                0.22    0.45       1/1           main [1]
[2]     89.3    0.22    0.45       1         image_analizer::cook() [2]
                0.24    0.00 276404500/276404750     std::vector<data::frame_data, std::allocator<data::frame_data> >::operator[](unsigned long) [3]
                0.15    0.00 122794100/122794450     std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) [4]
                0.06    0.00 276404601/276405152     data::GetRawData() [6]
                0.00    0.00     101/266         std::vector<data::frame_data, std::allocator<data::frame_data> >::size() const [66]
                0.00    0.00     100/150         __gnu_cxx::__promote_2<int, int, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<int, int>(int, int) [120]
                0.00    0.00     100/606         data::GetCookedData() [41]
                0.00    0.00     100/150         std::vector<data::analized, std::allocator<data::analized> >::push_back(data::analized const&) [119]
-----------------------------------------------
                0.00    0.00     250/276404750     accelerometer_analizer::cook() [17]
                0.24    0.00 276404500/276404750     image_analizer::cook() [2]
[3]     32.0    0.24    0.00 276404750         std::vector<data::frame_data, std::allocator<data::frame_data> >::operator[](unsigned long) [3]
-----------------------------------------------
                0.00    0.00     150/122794450     accelerometer_analizer::cook() [17]
                0.00    0.00     200/122794450     data_file_parser::fill_raw() [5]
                0.15    0.00 122794100/122794450     image_analizer::cook() [2]
[4]     20.0    0.15    0.00 122794450         std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) [4]
-----------------------------------------------
                0.00    0.06       2/2           main [1]
[5]      8.0    0.00    0.06       2         data_file_parser::fill_raw() [5]
                0.00    0.06     200/200         std::vector<unsigned int, std::allocator<unsigned int> >::resize(unsigned long) [15]
                0.00    0.00     200/122794450     std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) [4]
                0.00    0.00     200/276405152     data::GetRawData() [6]
                0.00    0.00     200/200         data::frame_data::frame_data() [91]
                0.00    0.00     200/200         std::vector<data::frame_data, std::allocator<data::frame_data> >::push_back(data::frame_data const&) [107]
                0.00    0.00     200/454         data::frame_data::~frame_data() [44]
                0.00    0.00       2/4           data::GetType() [171]
-----------------------------------------------
                0.00    0.00     200/276405152     data_file_parser::fill_raw() [5]
                0.00    0.00     351/276405152     accelerometer_analizer::cook() [17]
                0.06    0.00 276404601/276405152     image_analizer::cook() [2]
[6]      8.0    0.06    0.00 276405152         data::GetRawData() [6]
-----------------------------------------------
                0.00    0.06     250/250         unsigned int* std::__uninitialized_default_n<unsigned int*, unsigned long>(unsigned int*, unsigned long) [9]
[7]      8.0    0.00    0.06     250         unsigned int* std::__uninitialized_default_n_1<true>::__uninit_default_n<unsigned int*, unsigned long>(unsigned int*, unsigned long) [7]
                0.00    0.06     250/250         unsigned int* std::fill_n<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&) [11]
                0.00    0.00     250/250         unsigned int* std::__addressof<unsigned int>(unsigned int&) [82]
                0.00    0.00     250/250         void std::_Construct<unsigned int>(unsigned int*) [81]
-----------------------------------------------
                0.00    0.06     250/250         unsigned int* std::fill_n<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&) [11]
[8]      8.0    0.00    0.06     250         unsigned int* std::__fill_n_a<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&, std::random_access_iterator_tag) [8]
                0.00    0.06     250/250         void std::__fill_a<unsigned int*, unsigned int>(unsigned int*, unsigned int*, unsigned int const&) [12]
-----------------------------------------------
                0.00    0.06     250/250         unsigned int* std::__uninitialized_default_n_a<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, std::allocator<unsigned int>&) [10]
[9]      8.0    0.00    0.06     250         unsigned int* std::__uninitialized_default_n<unsigned int*, unsigned long>(unsigned int*, unsigned long) [9]
                0.00    0.06     250/250         unsigned int* std::__uninitialized_default_n_1<true>::__uninit_default_n<unsigned int*, unsigned long>(unsigned int*, unsigned long) [7]
-----------------------------------------------
                0.00    0.06     250/250         std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long) [14]
[10]     8.0    0.00    0.06     250         unsigned int* std::__uninitialized_default_n_a<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, std::allocator<unsigned int>&) [10]
                0.00    0.06     250/250         unsigned int* std::__uninitialized_default_n<unsigned int*, unsigned long>(unsigned int*, unsigned long) [9]
-----------------------------------------------
                0.00    0.06     250/250         unsigned int* std::__uninitialized_default_n_1<true>::__uninit_default_n<unsigned int*, unsigned long>(unsigned int*, unsigned long) [7]
[11]     8.0    0.00    0.06     250         unsigned int* std::fill_n<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&) [11]
                0.00    0.06     250/250         unsigned int* std::__fill_n_a<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&, std::random_access_iterator_tag) [8]
                0.00    0.00     250/250         std::iterator_traits<unsigned int*>::iterator_category std::__iterator_category<unsigned int*>(unsigned int* const&) [86]
                0.00    0.00     250/250         std::__size_to_integer(unsigned long) [85]
-----------------------------------------------
                0.00    0.06     250/250         unsigned int* std::__fill_n_a<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&, std::random_access_iterator_tag) [8]
[12]     8.0    0.00    0.06     250         void std::__fill_a<unsigned int*, unsigned int>(unsigned int*, unsigned int*, unsigned int const&) [12]
                0.06    0.00     250/250         __gnu_cxx::__enable_if<std::__is_scalar<unsigned int>::__value, void>::__type std::__fill_a1<unsigned int*, unsigned int>(unsigned int*, unsigned int*, unsigned int const&) [13]
-----------------------------------------------
                0.06    0.00     250/250         void std::__fill_a<unsigned int*, unsigned int>(unsigned int*, unsigned int*, unsigned int const&) [12]
[13]     8.0    0.06    0.00     250         __gnu_cxx::__enable_if<std::__is_scalar<unsigned int>::__value, void>::__type std::__fill_a1<unsigned int*, unsigned int>(unsigned int*, unsigned int*, unsigned int const&) [13]
-----------------------------------------------
                0.00    0.06     200/200         std::vector<unsigned int, std::allocator<unsigned int> >::resize(unsigned long) [15]
[14]     8.0    0.00    0.06     200         std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long) [14]
                0.00    0.06     250/250         unsigned int* std::__uninitialized_default_n_a<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, std::allocator<unsigned int>&) [10]
                0.00    0.00     500/1000        std::vector<unsigned int, std::allocator<unsigned int> >::max_size() const [30]
                0.00    0.00     500/1154        std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() [27]
                0.00    0.00     250/1850        std::vector<unsigned int, std::allocator<unsigned int> >::size() const [24]
                0.00    0.00     250/250         std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const [78]
                0.00    0.00     250/450         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_allocate(unsigned long) [52]
                0.00    0.00     250/250         std::vector<unsigned int, std::allocator<unsigned int> >::_S_relocate(unsigned int*, unsigned int*, unsigned int*, std::allocator<unsigned int>&) [79]
                0.00    0.00     250/704         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long) [36]
-----------------------------------------------
                0.00    0.06     200/200         data_file_parser::fill_raw() [5]
[15]     8.0    0.00    0.06     200         std::vector<unsigned int, std::allocator<unsigned int> >::resize(unsigned long) [15]
                0.00    0.06     200/200         std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long) [14]
                0.00    0.00     400/1850        std::vector<unsigned int, std::allocator<unsigned int> >::size() const [24]
-----------------------------------------------
                                                 <spontaneous>
[16]     2.7    0.02    0.00                 data::~data() [16]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[17]     0.0    0.00    0.00       1         accelerometer_analizer::cook() [17]
                0.00    0.00     250/276404750     std::vector<data::frame_data, std::allocator<data::frame_data> >::operator[](unsigned long) [3]
                0.00    0.00     150/122794450     std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) [4]
                0.00    0.00     351/276405152     data::GetRawData() [6]
                0.00    0.00     101/266         std::vector<data::frame_data, std::allocator<data::frame_data> >::size() const [66]
                0.00    0.00      50/150         __gnu_cxx::__promote_2<int, int, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<int, int>(int, int) [120]
                0.00    0.00      50/606         data::GetCookedData() [41]
                0.00    0.00      50/150         std::vector<data::analized, std::allocator<data::analized> >::push_back(data::analized const&) [119]
-----------------------------------------------
                0.00    0.00     200/1850        std::vector<unsigned int, std::allocator<unsigned int> >::vector(std::vector<unsigned int, std::allocator<unsigned int> > const&) [108]
                0.00    0.00     250/1850        std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long) [14]
                0.00    0.00     400/1850        std::vector<unsigned int, std::allocator<unsigned int> >::resize(unsigned long) [15]
                0.00    0.00    1000/1850        std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const [78]
[24]     0.0    0.00    0.00    1850         std::vector<unsigned int, std::allocator<unsigned int> >::size() const [24]
-----------------------------------------------
                0.00    0.00     450/1450        __gnu_cxx::new_allocator<unsigned int>::allocate(unsigned long, void const*) [51]
                0.00    0.00    1000/1450        __gnu_cxx::new_allocator<unsigned int>::max_size() const [29]
[25]     0.0    0.00    0.00    1450         __gnu_cxx::new_allocator<unsigned int>::_M_max_size() const [25]
-----------------------------------------------
                0.00    0.00     200/1200        std::vector<unsigned int, std::allocator<unsigned int> >::vector(std::vector<unsigned int, std::allocator<unsigned int> > const&) [108]
                0.00    0.00    1000/1200        std::vector<unsigned int, std::allocator<unsigned int> >::max_size() const [30]
[26]     0.0    0.00    0.00    1200         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const [26]
-----------------------------------------------
                0.00    0.00     200/1154        std::vector<unsigned int, std::allocator<unsigned int> >::vector(std::vector<unsigned int, std::allocator<unsigned int> > const&) [108]
                0.00    0.00     454/1154        std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [48]
                0.00    0.00     500/1154        std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long) [14]
[27]     0.0    0.00    0.00    1154         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() [27]
-----------------------------------------------
                0.00    0.00      30/1062        std::vector<data::analized, std::allocator<data::analized> >::_S_max_size(std::allocator<data::analized> const&) [144]
                0.00    0.00      32/1062        std::vector<data::frame_data, std::allocator<data::frame_data> >::_S_max_size(std::allocator<data::frame_data> const&) [133]
                0.00    0.00    1000/1062        std::vector<unsigned int, std::allocator<unsigned int> >::_S_max_size(std::allocator<unsigned int> const&) [32]
[28]     0.0    0.00    0.00    1062         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [28]
-----------------------------------------------
                0.00    0.00    1000/1000        std::allocator_traits<std::allocator<unsigned int> >::max_size(std::allocator<unsigned int> const&) [31]
[29]     0.0    0.00    0.00    1000         __gnu_cxx::new_allocator<unsigned int>::max_size() const [29]
                0.00    0.00    1000/1450        __gnu_cxx::new_allocator<unsigned int>::_M_max_size() const [25]
-----------------------------------------------
                0.00    0.00     500/1000        std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long) [14]
                0.00    0.00     500/1000        std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const [78]
[30]     0.0    0.00    0.00    1000         std::vector<unsigned int, std::allocator<unsigned int> >::max_size() const [30]
                0.00    0.00    1000/1000        std::vector<unsigned int, std::allocator<unsigned int> >::_S_max_size(std::allocator<unsigned int> const&) [32]
                0.00    0.00    1000/1200        std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const [26]
-----------------------------------------------
                0.00    0.00    1000/1000        std::vector<unsigned int, std::allocator<unsigned int> >::_S_max_size(std::allocator<unsigned int> const&) [32]
[31]     0.0    0.00    0.00    1000         std::allocator_traits<std::allocator<unsigned int> >::max_size(std::allocator<unsigned int> const&) [31]
                0.00    0.00    1000/1000        __gnu_cxx::new_allocator<unsigned int>::max_size() const [29]
-----------------------------------------------
                0.00    0.00    1000/1000        std::vector<unsigned int, std::allocator<unsigned int> >::max_size() const [30]
[32]     0.0    0.00    0.00    1000         std::vector<unsigned int, std::allocator<unsigned int> >::_S_max_size(std::allocator<unsigned int> const&) [32]
                0.00    0.00    1000/1000        std::allocator_traits<std::allocator<unsigned int> >::max_size(std::allocator<unsigned int> const&) [31]
                0.00    0.00    1000/1062        unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [28]
-----------------------------------------------
                0.00    0.00     200/950         unsigned int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*>(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*) [111]
                0.00    0.00     750/950         unsigned int* std::__relocate_a<unsigned int*, unsigned int*, std::allocator<unsigned int> >(unsigned int*, unsigned int*, unsigned int*, std::allocator<unsigned int>&) [83]
[33]     0.0    0.00    0.00     950         unsigned int* std::__niter_base<unsigned int*>(unsigned int*) [33]
-----------------------------------------------
                0.00    0.00     150/854         void __gnu_cxx::new_allocator<data::analized>::construct<data::analized, data::analized const&>(data::analized*, data::analized const&) [117]
                0.00    0.00     200/854         void __gnu_cxx::new_allocator<data::frame_data>::construct<data::frame_data, data::frame_data const&>(data::frame_data*, data::frame_data const&) [92]
                0.00    0.00     250/854         void std::_Construct<unsigned int>(unsigned int*) [81]
                0.00    0.00     254/854         void __gnu_cxx::new_allocator<data::frame_data>::construct<data::frame_data, data::frame_data>(data::frame_data*, data::frame_data&&) [69]
[34]     0.0    0.00    0.00     854         operator new(unsigned long, void*) [34]
-----------------------------------------------
                0.00    0.00     254/762         void std::__relocate_object_a<data::frame_data, data::frame_data, std::allocator<data::frame_data> >(data::frame_data*, data::frame_data*, std::allocator<data::frame_data>&) [76]
                0.00    0.00     508/762         data::frame_data* std::__relocate_a_1<data::frame_data*, data::frame_data*, std::allocator<data::frame_data> >(data::frame_data*, data::frame_data*, data::frame_data*, std::allocator<data::frame_data>&) [137]
[35]     0.0    0.00    0.00     762         data::frame_data* std::__addressof<data::frame_data>(data::frame_data&) [35]
-----------------------------------------------
                0.00    0.00     250/704         std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long) [14]
                0.00    0.00     454/704         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base() [47]
[36]     0.0    0.00    0.00     704         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long) [36]
                0.00    0.00     225/225         std::allocator_traits<std::allocator<unsigned int> >::deallocate(std::allocator<unsigned int>&, unsigned int*, unsigned long) [88]
-----------------------------------------------
                0.00    0.00     654/654         std::allocator<unsigned int>::allocator(std::allocator<unsigned int> const&) [39]
[37]     0.0    0.00    0.00     654         __gnu_cxx::new_allocator<unsigned int>::new_allocator(__gnu_cxx::new_allocator<unsigned int> const&) [37]
-----------------------------------------------
                0.00    0.00     654/654         std::allocator<unsigned int>::~allocator() [40]
[38]     0.0    0.00    0.00     654         __gnu_cxx::new_allocator<unsigned int>::~new_allocator() [38]
-----------------------------------------------
                0.00    0.00     200/654         std::allocator_traits<std::allocator<unsigned int> >::select_on_container_copy_construction(std::allocator<unsigned int> const&) [105]
                0.00    0.00     200/654         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::_Vector_impl(std::allocator<unsigned int> const&) [99]
                0.00    0.00     254/654         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::_Vector_impl(std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl&&) [70]
[39]     0.0    0.00    0.00     654         std::allocator<unsigned int>::allocator(std::allocator<unsigned int> const&) [39]
                0.00    0.00     654/654         __gnu_cxx::new_allocator<unsigned int>::new_allocator(__gnu_cxx::new_allocator<unsigned int> const&) [37]
-----------------------------------------------
                0.00    0.00     200/654         std::vector<unsigned int, std::allocator<unsigned int> >::vector(std::vector<unsigned int, std::allocator<unsigned int> > const&) [108]
                0.00    0.00     454/654         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::~_Vector_impl() [46]
[40]     0.0    0.00    0.00     654         std::allocator<unsigned int>::~allocator() [40]
                0.00    0.00     654/654         __gnu_cxx::new_allocator<unsigned int>::~new_allocator() [38]
-----------------------------------------------
                0.00    0.00      50/606         accelerometer_analizer::cook() [17]
                0.00    0.00     100/606         image_analizer::cook() [2]
                0.00    0.00     456/606         main [1]
[41]     0.0    0.00    0.00     606         data::GetCookedData() [41]
-----------------------------------------------
                0.00    0.00     508/508         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::_Vector_impl(std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl&&) [70]
[42]     0.0    0.00    0.00     508         std::remove_reference<std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl&>::type&& std::move<std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl&>(std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl&) [42]
-----------------------------------------------
                0.00    0.00     254/508         void std::allocator_traits<std::allocator<data::frame_data> >::construct<data::frame_data, data::frame_data>(std::allocator<data::frame_data>&, data::frame_data*, data::frame_data&&) [74]
                0.00    0.00     254/508         void __gnu_cxx::new_allocator<data::frame_data>::construct<data::frame_data, data::frame_data>(data::frame_data*, data::frame_data&&) [69]
[43]     0.0    0.00    0.00     508         data::frame_data&& std::forward<data::frame_data>(std::remove_reference<data::frame_data>::type&) [43]
-----------------------------------------------
                0.00    0.00     200/454         data_file_parser::fill_raw() [5]
                0.00    0.00     254/454         void __gnu_cxx::new_allocator<data::frame_data>::destroy<data::frame_data>(data::frame_data*) [68]
[44]     0.0    0.00    0.00     454         data::frame_data::~frame_data() [44]
                0.00    0.00     454/454         std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [48]
-----------------------------------------------
                0.00    0.00     454/454         void std::_Destroy<unsigned int*>(unsigned int*, unsigned int*) [49]
[45]     0.0    0.00    0.00     454         void std::_Destroy_aux<true>::__destroy<unsigned int*>(unsigned int*, unsigned int*) [45]
-----------------------------------------------
                0.00    0.00     454/454         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base() [47]
[46]     0.0    0.00    0.00     454         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::~_Vector_impl() [46]
                0.00    0.00     454/654         std::allocator<unsigned int>::~allocator() [40]
-----------------------------------------------
                0.00    0.00     454/454         std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [48]
[47]     0.0    0.00    0.00     454         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base() [47]
                0.00    0.00     454/704         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long) [36]
                0.00    0.00     454/454         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::~_Vector_impl() [46]
-----------------------------------------------
                0.00    0.00     454/454         data::frame_data::~frame_data() [44]
[48]     0.0    0.00    0.00     454         std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [48]
                0.00    0.00     454/1154        std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() [27]
                0.00    0.00     454/454         void std::_Destroy<unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::allocator<unsigned int>&) [50]
                0.00    0.00     454/454         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base() [47]
-----------------------------------------------
                0.00    0.00     454/454         void std::_Destroy<unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::allocator<unsigned int>&) [50]
[49]     0.0    0.00    0.00     454         void std::_Destroy<unsigned int*>(unsigned int*, unsigned int*) [49]
                0.00    0.00     454/454         void std::_Destroy_aux<true>::__destroy<unsigned int*>(unsigned int*, unsigned int*) [45]
-----------------------------------------------
                0.00    0.00     454/454         std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [48]
[50]     0.0    0.00    0.00     454         void std::_Destroy<unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::allocator<unsigned int>&) [50]
                0.00    0.00     454/454         void std::_Destroy<unsigned int*>(unsigned int*, unsigned int*) [49]
-----------------------------------------------
                0.00    0.00     450/450         std::allocator_traits<std::allocator<unsigned int> >::allocate(std::allocator<unsigned int>&, unsigned long) [53]
[51]     0.0    0.00    0.00     450         __gnu_cxx::new_allocator<unsigned int>::allocate(unsigned long, void const*) [51]
                0.00    0.00     450/1450        __gnu_cxx::new_allocator<unsigned int>::_M_max_size() const [25]
-----------------------------------------------
                0.00    0.00     200/450         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_create_storage(unsigned long) [101]
                0.00    0.00     250/450         std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long) [14]
[52]     0.0    0.00    0.00     450         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_allocate(unsigned long) [52]
                0.00    0.00     450/450         std::allocator_traits<std::allocator<unsigned int> >::allocate(std::allocator<unsigned int>&, unsigned long) [53]
-----------------------------------------------
                0.00    0.00     450/450         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_allocate(unsigned long) [52]
[53]     0.0    0.00    0.00     450         std::allocator_traits<std::allocator<unsigned int> >::allocate(std::allocator<unsigned int>&, unsigned long) [53]
                0.00    0.00     450/450         __gnu_cxx::new_allocator<unsigned int>::allocate(unsigned long, void const*) [51]
-----------------------------------------------
                0.00    0.00      16/416         void std::vector<data::frame_data, std::allocator<data::frame_data> >::_M_realloc_insert<data::frame_data const&>(__gnu_cxx::__normal_iterator<data::frame_data*, std::vector<data::frame_data, std::allocator<data::frame_data> > >, data::frame_data const&) [155]
                0.00    0.00     200/416         void std::allocator_traits<std::allocator<data::frame_data> >::construct<data::frame_data, data::frame_data const&>(std::allocator<data::frame_data>&, data::frame_data*, data::frame_data const&) [104]
                0.00    0.00     200/416         void __gnu_cxx::new_allocator<data::frame_data>::construct<data::frame_data, data::frame_data const&>(data::frame_data*, data::frame_data const&) [92]
[54]     0.0    0.00    0.00     416         data::frame_data const& std::forward<data::frame_data const&>(std::remove_reference<data::frame_data const&>::type&) [54]
-----------------------------------------------
                0.00    0.00     200/400         std::vector<unsigned int, std::allocator<unsigned int> >::begin() const [96]
                0.00    0.00     200/400         std::vector<unsigned int, std::allocator<unsigned int> >::end() const [95]
[55]     0.0    0.00    0.00     400         __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >::__normal_iterator(unsigned int const* const&) [55]
-----------------------------------------------
                0.00    0.00     400/400         unsigned int const* std::__niter_base<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >) [59]
[56]     0.0    0.00    0.00     400         __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >::base() const [56]
-----------------------------------------------
                0.00    0.00     200/400         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::_Vector_impl() [100]
                0.00    0.00     200/400         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::_Vector_impl(std::allocator<unsigned int> const&) [99]
[57]     0.0    0.00    0.00     400         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl_data::_Vector_impl_data() [57]
-----------------------------------------------
                0.00    0.00     400/400         unsigned int* std::copy<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*>(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*) [116]
[58]     0.0    0.00    0.00     400         __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > std::__miter_base<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >) [58]
-----------------------------------------------
                0.00    0.00     400/400         unsigned int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*>(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*) [111]
[59]     0.0    0.00    0.00     400         unsigned int const* std::__niter_base<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >) [59]
                0.00    0.00     400/400         __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >::base() const [56]
-----------------------------------------------
                0.00    0.00      15/315         void std::vector<data::analized, std::allocator<data::analized> >::_M_realloc_insert<data::analized const&>(__gnu_cxx::__normal_iterator<data::analized*, std::vector<data::analized, std::allocator<data::analized> > >, data::analized const&) [164]
                0.00    0.00     150/315         void std::allocator_traits<std::allocator<data::analized> >::construct<data::analized, data::analized const&>(std::allocator<data::analized>&, data::analized*, data::analized const&) [118]
                0.00    0.00     150/315         void __gnu_cxx::new_allocator<data::analized>::construct<data::analized, data::analized const&>(data::analized*, data::analized const&) [117]
[60]     0.0    0.00    0.00     315         data::analized const& std::forward<data::analized const&>(std::remove_reference<data::analized const&>::type&) [60]
-----------------------------------------------
                0.00    0.00     300/300         TVectorT<double>::operator[](int) [62]
[61]     0.0    0.00    0.00     300         TVectorT<double>::operator()(int) [61]
